"機関コード","機関種別","機関名","郵便番号","電話番号","機関所在地","ホームページ","経営主体"
"0810211920","特定健診・指導","医療法人永慈会ひたちの森クリニック","319-1413","0294-32-7700","茨城県日立市東滑川町５－１２－１","https://www.hitachinomori.or.jp","診療所　医療法人"
"0810211946","特定健診","医療法人聖麗会聖麗メモリアル高鈴","317-0066","0294-23-6060","茨城県日立市高鈴町１－１８－１","http://www.niph.go.jp","診療所　医療法人"
"0810211953","特定健診","医療法人聖麗会聖麗メモリアル病院","319-1235","0294-52-8500","茨城県日立市茂宮町８４１","http://www.niph.go.jp","病院　医療法人"
"0810212027","特定健診・指導","医療法人秀仁会川島クリニック","316-0002","0294-35-1266","茨城県日立市桜川町１－１－１","http://","診療所　医療法人"
"0810212050","特定健診","医療法人圭友会山手クリニック","316-0013","0294-33-2121","茨城県日立市千石町２－１３－３","http://","診療所　医療法人"
"0810212068","特定健診","医療法人安東会みどりクリニック","316-0023","0294-28-8686","茨城県日立市東大沼町３－１５－５","http://www.niph.go.jp","診療所　医療法人"
"0810212100","特定健診","篠原医院","316-0003","0294-33-2357","茨城県日立市多賀町３－１４－８","http://","診療所　個人"
"0810212118","特定健診","井村整形外科医院","319-1221","0294-52-2191","茨城県日立市大みか町６－４－１０","http://","診療所　個人"
"0810212167","特定健診","新島スカイクリニック","316-0036","0294-33-5511","茨城県日立市鮎川町３－１－２１","http://","診療所　個人"
"0810212183","特定健診","日立厚生医院","316-0036","0294-34-1241","茨城県日立市鮎川町５－９－９","http://","診療所　個人"
"0810212282","特定健診","医療法人潤聖会石川内科ファミリークリニック","316-0002","0294-33-8600","茨城県日立市桜川町３－１１－１５","http://ifc1001.jimdo.com/","診療所　医療法人"
"0810212290","特定健診","栗山整形外科","319-1414","0294-42-8100","茨城県日立市日高町３－８－３","http://","診療所　個人"
"0810212365","特定健診","医療法人惇慈会日立港病院","319-1223","0294-52-3576","茨城県日立市みなと町１１－１０","http://hitachikoh-hp.com","病院　医療法人"
"0810212399","特定健診","医療法人社団日鉱記念病院","317-0055","0294-24-1212","茨城県日立市宮田町１－４－１","https://www.nikko-memorial-hos.or.jp/","病院　医療法人"
"0810212407","特定健診","医療法人一誠会川崎病院","319-1234","0294-52-1170","茨城県日立市大和田町１８６２－２","https://kawahp.net","病院　医療法人"
"0810212423","特定健診","ひたち腎臓病生活習慣病クリニックたんぽぽ","317-0077","0294-87-6222","茨城県日立市城南町４－１－１０","https://clinic-tanpopo.jp/","診療所　個人"
"0810212431","特定健診","なわ内科・呼吸器クリニック","316-0015","0294-33-6531","茨城県日立市金沢町三丁目２０－５","https://nawacli.com","診療所　医療法人"
"0810310029","特定健診・指導","株式会社日立製作所土浦診療健診センター","300-0012","0298-31-5830","茨城県土浦市神立東２－２７－８","http://www.hitachi.co.jp/hospital/tsuchiura/index.html","診療所　その他の法人"
"0810310110","特定健診","医療法人財団県南病院","300-0841","029-841-1148","茨城県土浦市中１０８７","http://www.kennan-hospital.com","病院　医療法人"
"0810310292","特定健診","医療法人社団松永医院","300-0815","029-823-7771","茨城県土浦市中高津３－１１－１５","http://www8.ocn.ne.jp/~matunaga","診療所　医療法人"
"0810310300","特定健診","山中内科クリニック","300-0843","029-843-0870","茨城県土浦市中村南５－３０－３９","","診療所　個人"
"0810310334","特定健診","医療法人社団成心会高安クリニック","300-0041","029-822-8201","茨城県土浦市立田町１－２２","http://www.myclinic.ne.jp/seisin/","診療所　医療法人"
"0810310342","特定健診","医療法人松本内科医院","300-0850","029-843-1211","茨城県土浦市中村東３－１－２０","http://www.matsumotonaika.com","診療所　医療法人"
"0810310359","特定健診","医療法人社団希望会烏山診療所","300-0836","029-843-0331","茨城県土浦市烏山２－５３０－３８６","http://www006.upp.so-net.ne.jp/karasuyama/","診療所　医療法人"
"0810310367","特定健診・指導","医療法人社団桜井内科医院","300-0043","029-821-0356","茨城県土浦市中央２－１６－２１","","診療所　医療法人"
"0810310409","特定健診","医療法人社団小林医院","300-0011","029-831-6688","茨城県土浦市神立中央３－１０－１","","診療所　医療法人"
"0810310540","特定健診","小原内科医院","300-0043","029-821-1015","茨城県土浦市中央２－４－３１","http://www.citydo.com/sp/029-821-1015","診療所　個人"
"0810310599","特定健診・指導","医療法人社団青洲会神立病院","300-0011","029-831-9711","茨城県土浦市神立中央５－１１－２","http://www.seisyuukai.com/","病院　医療法人"
"0810310607","特定健診","医療法人社団浩栄会荒川沖診療所","300-0873","029-843-0859","茨城県土浦市荒川沖南区１０１","http://www.arasin.net./","診療所　医療法人"
"0810310698","特定健診","医療法人社団道淑会高野医院","300-0874","029-841-0154","茨城県土浦市荒川沖西２－１２－２","http://www.takano.or.jp","診療所　医療法人"
"0810311225","特定健診","石井内科クリニック","300-0837","029-841-6125","茨城県土浦市右籾字宮塚２６２６－６６","http://","診療所　個人"
"0810311266","特定健診","医療法人耕平会木戸医院","300-0845","029-841-1753","茨城県土浦市乙戸南３－８－１２","","診療所　医療法人"
"0810311282","特定健診","医療法人鶴翔会鶴町医院","300-0043","029-821-2368","茨城県土浦市中央１－１－１１","http://","診療所　医療法人"
"0810311332","特定健診","医療法人健心会岩本クリニック","300-0811","029-826-6360","茨城県土浦市上高津４７３","http://www.iwamoto-clinic.com","診療所　医療法人"
"0810311340","特定健診","医療法人桂寿会あくつ整形外科内科","300-0875","029-841-4665","茨城県土浦市中荒川沖町２５－６","","診療所　医療法人"
"0810311357","特定健診","医療法人社団関城会淀縄医院","300-0038","029-822-5615","茨城県土浦市大町１１－３４","","診療所　医療法人"
"0810311407","特定健診","医療法人鶴翔会荒川沖クリニック","300-0876","029-841-7755","茨城県土浦市北荒川沖町８－３０","http://","診療所　医療法人"
"0810311597","特定健診","医療法人社団光栄会田谷医院","300-0047","029-823-2636","茨城県土浦市生田町３－２７","http://www.tayaiin.jp","診療所　医療法人"
"0810311613","特定健診","つちうら東口クリニック","300-0035","029-825-7880","茨城県土浦市有明町２－３１関鉄土浦ビル４階","http://www.myclinic.ne.jp/thc","診療所　個人"
"0810311639","特定健診","土浦中央クリニック","300-0042","029-835-0200","茨城県土浦市城北町６－１８","http://","診療所　個人"
"0810311704","特定健診","よつばクリニック","300-0814","029-835-3388","茨城県土浦市国分町７－６","https://yotsuba-clinic.jp/","診療所　医療法人"
"0810311712","特定健診","医療法人社団桜雄会塚田整形外科","300-0037","029-824-1111","茨城県土浦市桜町３－９－２０","http://www.tsukada-seikei.com","診療所　医療法人"
"0810311746","特定健診","医療法人秀心会きし整形外科内科","300-0036","029-825-5200","茨城県土浦市大和町９－２ウララ２－３０３","http://www.kishi.or.jp","診療所　医療法人"
"0810311779","特定健診・指導","医療法人慈厚会野上病院","300-0031","029-822-0145","茨城県土浦市東崎町６－８","","病院　医療法人"
"0810311837","特定健診","医療法人石井会ウララ胃腸科外科","300-0036","029-825-4477","茨城県土浦市大和町９－２ウララ２－２０３","","診療所　医療法人"
"0810311845","特定健診","おおつ野こどもクリニック","300-0028","029-828-2580","茨城県土浦市おおつ野８－２－１８","","診療所　個人"
"0810311894","特定健診","医療法人常陽守仁会常陽医院","300-0042","029-822-6594","茨城県土浦市城北町１４－４","http://www.joyo-clinic.com","診療所　医療法人"
"0810311928","特定健診","東郷クリニック","300-0871","029-843-7770","茨城県土浦市荒川沖東３－１９－３０","","診療所　個人"
"0810311944","特定健診","医療法人キリスト会わたひきクリニック","300-0037","029-827-1005","茨城県土浦市桜町３－５－１－２","http://","診療所　医療法人"
"0810311977","特定健診","医療法人新治診療所","300-4113","029-862-4668","茨城県土浦市下坂田２０１３－１","http://www.citydo.com/sp/029-862-4668","診療所　医療法人"
"0810311985","特定健診","宮崎クリニック","300-4115","029-830-6800","茨城県土浦市藤沢９６４－２","","診療所　個人"
"0810312108","特定健診","医療法人社団明厚会大石内科クリニック","300-0835","029-835-0014","茨城県土浦市大岩田２４７２","http://www.ohishi-naika-clinic.jp/","診療所　医療法人"
"0810312116","特定健診","医療法人社団尽誠会さくら内科クリニック","300-0037","029-835-3233","茨城県土浦市桜町３－１４－１８さくらメディカルビル１階１０１号室","http://sakura-naika.jp/","診療所　医療法人"
